ai_trace_id,record_id,learner_id,cohort_id,session_id,grade_band,ai_mode,ai_prompt,ai_suggestion_category,ai_suggestion_summary,learner_change_summary,disclosure_quality,human_verified,trace_ts
AI_core_L1012_12_004_04_03,core_L1012_12_004_04_03,L1012_12_004,C1012_12,S_C1012_12_04,10-12,student_independent_audited,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-11T07:57:00
AI_core_L1012_12_005_03_02,core_L1012_12_005_03_02,L1012_12_005,C1012_12,S_C1012_12_03,10-12,student_optional,Give me 3 starting ideas for food waste from cafeterias for a cafeteria managers in a school kitchens.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-05-04T10:05:00
AI_core_L1012_12_005_04_03,core_L1012_12_005_04_03,L1012_12_005,C1012_12,S_C1012_12_04,10-12,student_supervised,Give feedback on this idea for food waste from cafeterias and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-05-11T07:51:00
AI_core_L1012_12_007_08_05,core_L1012_12_007_08_05,L1012_12_007,C1012_12,S_C1012_12_08,10-12,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-08T08:53:00
AI_core_L1012_12_011_08_05,core_L1012_12_011_08_05,L1012_12_011,C1012_12,S_C1012_12_08,10-12,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-08T07:57:00
AI_core_L1012_12_012_04_01,core_L1012_12_012_04_01,L1012_12_012,C1012_12,S_C1012_12_04,10-12,student_optional,Give me 3 starting ideas for youth transit confusion for a students in a city bus system.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-11T11:26:00
AI_core_L1012_12_012_05_02,core_L1012_12_012_05_02,L1012_12_012,C1012_12,S_C1012_12_05,10-12,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-18T11:39:00
AI_core_L1012_12_013_07_04,core_L1012_12_013_07_04,L1012_12_013,C1012_12,S_C1012_12_07,10-12,student_independent_audited,Give feedback on this idea for small business inventory waste and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-06-01T14:21:00
AI_core_L1012_12_014_06_03,core_L1012_12_014_06_03,L1012_12_014,C1012_12,S_C1012_12_06,10-12,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-25T07:51:00
AI_core_L1012_12_017_03_02,core_L1012_12_017_03_02,L1012_12_017,C1012_12,S_C1012_12_03,10-12,student_independent_audited,Give me 3 starting ideas for family scheduling stress for a working parents in a after-school planning.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-04T09:22:00
AI_core_L1012_12_017_08_05,core_L1012_12_017_08_05,L1012_12_017,C1012_12,S_C1012_12_08,10-12,student_optional,Give a few example cases I could test for family scheduling stress.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-08T08:33:00
AI_core_L1012_12_018_02_01,core_L1012_12_018_02_01,L1012_12_018,C1012_12,S_C1012_12_02,10-12,student_optional,Give me 3 starting ideas for local mental health support navigation for a teens in a community services.,generic_support,suggested starter ideas,I kept one part and changed the rest with my own words/work.,complete,True,2026-04-27T12:49:00
AI_core_L1012_12_018_04_03,core_L1012_12_018_04_03,L1012_12_018,C1012_12,S_C1012_12_04,10-12,student_supervised,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept one part and changed the rest with my own words/work.,complete,True,2026-05-11T10:09:00
AI_core_L1012_12_018_05_04,core_L1012_12_018_05_04,L1012_12_018,C1012_12,S_C1012_12_05,10-12,student_optional,Give a few example cases I could test for local mental health support navigation.,example_list,suggested additional test examples,I kept one part and changed the rest with my own words/work.,complete,True,2026-05-18T11:37:00
AI_core_L1012_12_019_02_01,core_L1012_12_019_02_01,L1012_12_019,C1012_12,S_C1012_12_02,10-12,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept one part and changed the rest with my own words/work.,complete,True,2026-04-27T08:23:00
AI_core_L1012_12_021_08_05,core_L1012_12_021_08_05,L1012_12_021,C1012_12,S_C1012_12_08,10-12,student_independent_audited,Give me 3 starting ideas for local mental health support navigation for a teens in a community services.,generic_support,suggested starter ideas,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-08T10:35:00
AI_core_L1012_12_022_06_03,core_L1012_12_022_06_03,L1012_12_022,C1012_12,S_C1012_12_06,10-12,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-25T08:19:00
AI_core_L1012_12_022_07_04,core_L1012_12_022_07_04,L1012_12_022,C1012_12,S_C1012_12_07,10-12,student_supervised,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-01T08:18:00
AI_core_L1012_12_025_03_02,core_L1012_12_025_03_02,L1012_12_025,C1012_12,S_C1012_12_03,10-12,student_optional,Give feedback on this idea for community recycling contamination and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T10:55:00
AI_core_L1012_12_025_05_04,core_L1012_12_025_05_04,L1012_12_025,C1012_12,S_C1012_12_05,10-12,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-18T14:08:00
AI_core_L1012_12_026_02_02,core_L1012_12_026_02_02,L1012_12_026,C1012_12,S_C1012_12_02,10-12,student_independent_audited,Give a few example cases I could test for community recycling contamination.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-27T08:38:00
AI_core_L1012_12_030_08_05,core_L1012_12_030_08_05,L1012_12_030,C1012_12,S_C1012_12_08,10-12,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-08T13:06:00
AI_core_L1012_12_031_06_04,core_L1012_12_031_06_04,L1012_12_031,C1012_12,S_C1012_12_06,10-12,student_supervised,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-25T12:38:00
AI_core_L1012_12_032_07_05,core_L1012_12_032_07_05,L1012_12_032,C1012_12,S_C1012_12_07,10-12,student_optional,Give me 3 starting ideas for community recycling contamination for a residents in a apartment buildings.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-01T11:55:00
AI_core_L1012_12_033_06_03,core_L1012_12_033_06_03,L1012_12_033,C1012_12,S_C1012_12_06,10-12,student_optional,Give feedback on this idea for local mental health support navigation and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-25T11:22:00
AI_core_L1012_12_033_07_04,core_L1012_12_033_07_04,L1012_12_033,C1012_12,S_C1012_12_07,10-12,student_independent_audited,Give feedback on this idea for local mental health support navigation and tell me one thing to improve.,feedback,pointed out one weak part to improve,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-01T13:51:00
AI_core_L1012_12_035_02_02,core_L1012_12_035_02_02,L1012_12_035,C1012_12,S_C1012_12_02,10-12,student_independent_audited,Give me 3 starting ideas for community recycling contamination for a residents in a apartment buildings.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-27T08:24:00
AI_core_L1012_12_035_08_05,core_L1012_12_035_08_05,L1012_12_035,C1012_12,S_C1012_12_08,10-12,student_optional,Give feedback on this idea for community recycling contamination and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-08T14:31:00
AI_core_L1012_12_036_04_02,core_L1012_12_036_04_02,L1012_12_036,C1012_12,S_C1012_12_04,10-12,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept one part and changed the rest with my own words/work.,partial,True,2026-05-11T12:55:00
AI_core_L1012_12_036_06_04,core_L1012_12_036_06_04,L1012_12_036,C1012_12,S_C1012_12_06,10-12,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-25T08:43:00
AI_core_L1012_12_037_08_05,core_L1012_12_037_08_05,L1012_12_037,C1012_12,S_C1012_12_08,10-12,student_independent_audited,Give a few example cases I could test for community recycling contamination.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-08T09:52:00
AI_core_L1012_12_038_02_02,core_L1012_12_038_02_02,L1012_12_038,C1012_12,S_C1012_12_02,10-12,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-27T12:12:00
